EID_100001, Smith, Amélie, (024) 777 439 391, amélie.smith@heig-vd.ch, FEMALE, EC, Admin
EID_100253, Clément, Fabien, (024) 777 629 666, fabien.clément@heig-vd.ch, MALE, EC, Assistant
EID_100254, Dupont, Bernard, (024) 777 525 278, bernard.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_100255, Simpson, Dorothé, (024) 777 292 229, dorothé.simpson@heig-vd.ch, FEMALE, TIN, Student
EID_100256, De Villiers, Jimmy, (024) 777 711 850, jimmy.de villiers@heig-vd.ch, MALE, EC, Admin
EID_100257, Dupond, Georgette, (024) 777 605 261, georgette.dupond@heig-vd.ch, FEMALE, COMEM, Professor
EID_100258, Belmondo, Guillaume, (024) 777 516 588, guillaume.belmondo@heig-vd.ch, MALE, HEG, Admin
EID_100259, Dupond, Bernadette, (024) 777 557 117, bernadette.dupond@heig-vd.ch, FEMALE, HEG, Professor
EID_100260, Clément, Julien, (024) 777 391 357, julien.clément@heig-vd.ch, MALE, DEPG, Assistant
EID_100261, Delon, Danièle, (024) 777 507 220, danièle.delon@heig-vd.ch, FEMALE, HEG, Professor
EID_100262, De Decker, Edgar, (024) 777 881 794, edgar.de decker@heig-vd.ch, MALE, HEG, Professor
EID_100263, Belmondo, Cédric, (024) 777 120 831, cédric.belmondo@heig-vd.ch, MALE, TIC, Student
EID_100264, Dupont, Amélie, (024) 777 773 205, amélie.dupont@heig-vd.ch, FEMALE, TIC, Admin
EID_100265, Delon, Fabienne, (024) 777 598 171, fabienne.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100266, Smith, Albert, (024) 777 887 523, albert.smith@heig-vd.ch, MALE, DEPG, Admin
EID_100267, Simpson, Fabrice, (024) 777 495 495, fabrice.simpson@heig-vd.ch, MALE, EC, Admin
EID_100268, Dupond, Emil, (024) 777 505 179, emil.dupond@heig-vd.ch, MALE, HEG, Assistant
EID_100269, De Decker, Henriette, (024) 777 814 612, henriette.de decker@heig-vd.ch, FEMALE, EC, Assistant
EID_100270, Durant, Gilles, (024) 777 822 319, gilles.durant@heig-vd.ch, MALE, DEPG, Student
EID_100271, Belmondo, Dylan, (024) 777 204 778, dylan.belmondo@heig-vd.ch, MALE, DEPG, Assistant
EID_100272, Smith, Bernadette, (024) 777 889 374, bernadette.smith@heig-vd.ch, FEMALE, HEG, Admin
EID_100273, De Villiers, Danièle, (024) 777 242 176, danièle.de villiers@heig-vd.ch, FEMALE, EC, Professor
EID_100274, Belmondo, Charles, (024) 777 278 733, charles.belmondo@heig-vd.ch, MALE, COMEM, Professor
EID_100275, Dupond, Fabien, (024) 777 506 656, fabien.dupond@heig-vd.ch, MALE, DEPG, Student
EID_100276, De Decker, Emilie, (024) 777 557 284, emilie.de decker@heig-vd.ch, FEMALE, TIN, Professor
EID_100277, Delon, Charles, (024) 777 709 568, charles.delon@heig-vd.ch, MALE, HEG, Student
EID_100278, Marchand, Frédéric, (024) 777 819 697, frédéric.marchand@heig-vd.ch, MALE, TIC, Assistant
EID_100279, Smith, Carole, (024) 777 429 787, carole.smith@heig-vd.ch, FEMALE, DEPG, Admin
EID_100280, De Decker, Brigitte, (024) 777 301 590, brigitte.de decker@heig-vd.ch, FEMALE, COMEM, Professor
EID_100281, De Decker, Christine, (024) 777 142 458, christine.de decker@heig-vd.ch, FEMALE, COMEM, Admin
EID_100282, Durant, Emma, (024) 777 799 137, emma.durant@heig-vd.ch, FEMALE, TIN, Assistant
EID_100283, Bauer, Luc, (024) 777 520 579, luc.bauer@heig-vd.ch, MALE, COMEM, Admin
EID_100284, Belmondo, Charles, (024) 777 763 672, charles.belmondo@heig-vd.ch, MALE, EC, Professor
EID_100285, Dupond, Fabrice, (024) 777 769 674, fabrice.dupond@heig-vd.ch, MALE, COMEM, Assistant
EID_100286, Delon, Bernard, (024) 777 379 235, bernard.delon@heig-vd.ch, MALE, TIN, Professor
EID_100287, Clément, Luc, (024) 777 876 163, luc.clément@heig-vd.ch, MALE, HEG, Admin
EID_100288, Smith, Cédric, (024) 777 851 882, cédric.smith@heig-vd.ch, MALE, DEPG, Assistant
EID_100289, De Villiers, Dylan, (024) 777 749 839, dylan.de villiers@heig-vd.ch, MALE, EC, Assistant
EID_100290, Belmondo, Anne, (024) 777 583 125, anne.belmondo@heig-vd.ch, FEMALE, DEPG, Student
EID_100291, Belmondo, Carole, (024) 777 101 285, carole.belmondo@heig-vd.ch, FEMALE, TIC, Professor
EID_100292, Dupont, Aurore, (024) 777 118 712, aurore.dupont@heig-vd.ch, FEMALE, DEPG, Student
EID_100293, Dupont, Bryan, (024) 777 616 414, bryan.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_100294, Bauer, Fabien, (024) 777 589 643, fabien.bauer@heig-vd.ch, MALE, EC, Assistant
EID_100295, Jones, Gontran, (024) 777 102 613, gontran.jones@heig-vd.ch, MALE, DEPG, Assistant
EID_100296, De Villiers, Bryan, (024) 777 409 192, bryan.de villiers@heig-vd.ch, MALE, EC, Assistant
EID_100297, Jones, Amélie, (024) 777 365 238, amélie.jones@heig-vd.ch, FEMALE, HEG, Professor
EID_100298, Marchand, Anne, (024) 777 638 849, anne.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100299, Jones, Christine, (024) 777 505 703, christine.jones@heig-vd.ch, FEMALE, DEPG, Professor
EID_100300, Clément, Evelyne, (024) 777 421 451, evelyne.clément@heig-vd.ch, FEMALE, COMEM, Student
EID_100301, Dupond, Brigitte, (024) 777 349 437, brigitte.dupond@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100302, Dupond, Bernadette, (024) 777 461 255, bernadette.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_100303, De Villiers, Emilie, (024) 777 871 705, emilie.de villiers@heig-vd.ch, FEMALE, HEG, Assistant
EID_100304, Jones, Danièle, (024) 777 646 545, danièle.jones@heig-vd.ch, FEMALE, TIN, Admin
EID_100305, Dupond, Georgette, (024) 777 579 652, georgette.dupond@heig-vd.ch, FEMALE, HEG, Professor
EID_100306, Durant, Fabien, (024) 777 405 497, fabien.durant@heig-vd.ch, MALE, DEPG, Student
EID_100307, Jones, Carole, (024) 777 706 786, carole.jones@heig-vd.ch, FEMALE, HEG, Professor
EID_100308, Jones, Dylan, (024) 777 657 423, dylan.jones@heig-vd.ch, MALE, TIN, Professor
EID_100309, Smith, Julien, (024) 777 871 874, julien.smith@heig-vd.ch, MALE, TIN, Admin
EID_100310, Belmondo, Brigitte, (024) 777 365 400, brigitte.belmondo@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100311, De Villiers, Fabien, (024) 777 231 439, fabien.de villiers@heig-vd.ch, MALE, TIC, Student
EID_100312, Smith, Bernard, (024) 777 648 389, bernard.smith@heig-vd.ch, MALE, HEG, Assistant
EID_100313, Belmondo, Cédric, (024) 777 291 577, cédric.belmondo@heig-vd.ch, MALE, DEPG, Assistant
EID_100314, Marchand, Fabrice, (024) 777 628 119, fabrice.marchand@heig-vd.ch, MALE, TIN, Professor
EID_100315, Dupond, Aurore, (024) 777 806 471, aurore.dupond@heig-vd.ch, FEMALE, TIC, Student
EID_100316, De Decker, Bryan, (024) 777 198 352, bryan.de decker@heig-vd.ch, MALE, TIN, Admin
EID_100317, Bauer, Lucien, (024) 777 743 357, lucien.bauer@heig-vd.ch, MALE, TIC, Assistant
EID_100318, Durant, Anne, (024) 777 421 778, anne.durant@heig-vd.ch, FEMALE, HEG, Student
EID_100319, Clément, Irène, (024) 777 260 441, irène.clément@heig-vd.ch, FEMALE, HEG, Assistant
EID_100320, Jones, Fabienne, (024) 777 144 407, fabienne.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100321, Smith, Emil, (024) 777 473 625, emil.smith@heig-vd.ch, MALE, EC, Student
EID_100322, De Decker, Faustine, (024) 777 300 768, faustine.de decker@heig-vd.ch, FEMALE, TIC, Student
EID_100323, De Decker, Carole, (024) 777 835 863, carole.de decker@heig-vd.ch, FEMALE, DEPG, Professor
EID_100324, Dupond, Georgette, (024) 777 624 550, georgette.dupond@heig-vd.ch, FEMALE, COMEM, Admin
EID_100325, Jones, Henriette, (024) 777 251 562, henriette.jones@heig-vd.ch, FEMALE, DEPG, Professor
EID_100326, Dupond, Bernadette, (024) 777 350 696, bernadette.dupond@heig-vd.ch, FEMALE, EC, Admin
EID_100327, Jones, Carine, (024) 777 771 434, carine.jones@heig-vd.ch, FEMALE, DEPG, Admin
EID_100328, Dupond, Guillaume, (024) 777 244 524, guillaume.dupond@heig-vd.ch, MALE, TIC, Professor
EID_100329, De Villiers, Christine, (024) 777 440 253, christine.de villiers@heig-vd.ch, FEMALE, TIN, Admin
EID_100330, Durant, Cédric, (024) 777 281 703, cédric.durant@heig-vd.ch, MALE, TIC, Professor
EID_100331, Clément, Aurore, (024) 777 748 429, aurore.clément@heig-vd.ch, FEMALE, TIC, Professor
EID_100332, Dupont, Carine, (024) 777 226 451, carine.dupont@heig-vd.ch, FEMALE, EC, Professor
EID_100333, Clément, Brigitte, (024) 777 316 509, brigitte.clément@heig-vd.ch, FEMALE, HEG, Professor
EID_100334, Dupond, Didier, (024) 777 255 834, didier.dupond@heig-vd.ch, MALE, HEG, Assistant
EID_100335, De Villiers, Carine, (024) 777 302 301, carine.de villiers@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100336, Belmondo, Danièle, (024) 777 258 597, danièle.belmondo@heig-vd.ch, FEMALE, EC, Admin
EID_100337, De Villiers, Emma, (024) 777 181 751, emma.de villiers@heig-vd.ch, FEMALE, DEPG, Professor
EID_100338, Smith, Henri, (024) 777 772 627, henri.smith@heig-vd.ch, MALE, TIN, Student
EID_100339, Durant, Julie, (024) 777 434 585, julie.durant@heig-vd.ch, FEMALE, HEG, Admin
EID_100340, Dupont, Jimmy, (024) 777 212 847, jimmy.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_100341, Durant, Julien, (024) 777 137 271, julien.durant@heig-vd.ch, MALE, EC, Professor
EID_100342, Marchand, Dorothé, (024) 777 429 393, dorothé.marchand@heig-vd.ch, FEMALE, DEPG, Student
EID_100343, Smith, Brigitte, (024) 777 701 795, brigitte.smith@heig-vd.ch, FEMALE, HEG, Professor
EID_100344, Dupond, Amélie, (024) 777 501 717, amélie.dupond@heig-vd.ch, FEMALE, TIN, Student
EID_100345, Dupont, Aurore, (024) 777 312 215, aurore.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_100346, De Villiers, Carole, (024) 777 820 310, carole.de villiers@heig-vd.ch, FEMALE, TIC, Assistant
EID_100347, Dupont, Emil, (024) 777 344 664, emil.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_100348, Dupont, Faustine, (024) 777 253 679, faustine.dupont@heig-vd.ch, FEMALE, TIC, Student
EID_100349, Dupont, Carole, (024) 777 795 297, carole.dupont@heig-vd.ch, FEMALE, HEG, Professor
EID_100350, Smith, Carole, (024) 777 862 684, carole.smith@heig-vd.ch, FEMALE, DEPG, Student
EID_100351, Clément, Georgette, (024) 777 396 403, georgette.clément@heig-vd.ch, FEMALE, COMEM, Admin
EID_100352, Durant, Edgar, (024) 777 434 427, edgar.durant@heig-vd.ch, MALE, COMEM, Student
EID_100353, Bauer, Fabien, (024) 777 215 847, fabien.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_100354, Jones, Didier, (024) 777 254 559, didier.jones@heig-vd.ch, MALE, EC, Student
EID_100355, Durant, Georgette, (024) 777 347 845, georgette.durant@heig-vd.ch, FEMALE, COMEM, Admin
EID_100356, Jones, Christine, (024) 777 401 156, christine.jones@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100357, Delon, Evelyne, (024) 777 713 418, evelyne.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_100358, De Villiers, Carine, (024) 777 542 818, carine.de villiers@heig-vd.ch, FEMALE, DEPG, Student
EID_100359, Jones, Aurore, (024) 777 887 242, aurore.jones@heig-vd.ch, FEMALE, TIC, Student
EID_100360, Dupond, Amélie, (024) 777 874 357, amélie.dupond@heig-vd.ch, FEMALE, TIC, Student
EID_100361, Dupond, Dylan, (024) 777 711 308, dylan.dupond@heig-vd.ch, MALE, TIN, Professor
EID_100362, Belmondo, Edgar, (024) 777 618 696, edgar.belmondo@heig-vd.ch, MALE, COMEM, Admin
EID_100363, De Villiers, Aurore, (024) 777 220 626, aurore.de villiers@heig-vd.ch, FEMALE, TIN, Student
EID_100364, Jones, Didier, (024) 777 221 634, didier.jones@heig-vd.ch, MALE, HEG, Professor
EID_100365, Smith, Fabrice, (024) 777 192 335, fabrice.smith@heig-vd.ch, MALE, EC, Assistant
EID_100366, Dupond, Gilles, (024) 777 825 162, gilles.dupond@heig-vd.ch, MALE, COMEM, Assistant
EID_100367, Marchand, Emma, (024) 777 740 260, emma.marchand@heig-vd.ch, FEMALE, TIN, Admin
EID_100368, Marchand, Evelyne, (024) 777 801 395, evelyne.marchand@heig-vd.ch, FEMALE, HEG, Admin
EID_100369, Simpson, Carine, (024) 777 246 666, carine.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_100370, Jones, Irène, (024) 777 304 306, irène.jones@heig-vd.ch, FEMALE, EC, Student
EID_100371, Jones, Anne, (024) 777 586 638, anne.jones@heig-vd.ch, FEMALE, HEG, Assistant
EID_100372, Dupont, Evelyne, (024) 777 562 659, evelyne.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_100373, Simpson, Charles, (024) 777 516 457, charles.simpson@heig-vd.ch, MALE, DEPG, Professor
EID_100374, Smith, Dorothé, (024) 777 568 814, dorothé.smith@heig-vd.ch, FEMALE, DEPG, Student
EID_100375, Smith, Edgar, (024) 777 423 644, edgar.smith@heig-vd.ch, MALE, EC, Student
EID_100376, Jones, Albert, (024) 777 303 698, albert.jones@heig-vd.ch, MALE, TIN, Professor
EID_100377, De Decker, Anne, (024) 777 119 667, anne.de decker@heig-vd.ch, FEMALE, HEG, Assistant
EID_100378, De Villiers, Charles, (024) 777 852 599, charles.de villiers@heig-vd.ch, MALE, EC, Professor
EID_100379, Jones, Dylan, (024) 777 113 560, dylan.jones@heig-vd.ch, MALE, TIN, Assistant
EID_100380, Smith, Cédric, (024) 777 806 575, cédric.smith@heig-vd.ch, MALE, COMEM, Professor
EID_100381, Simpson, Emilie, (024) 777 868 494, emilie.simpson@heig-vd.ch, FEMALE, TIC, Professor
EID_100382, Simpson, Guillaume, (024) 777 503 357, guillaume.simpson@heig-vd.ch, MALE, EC, Admin
EID_100383, Jones, Amélie, (024) 777 667 107, amélie.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_100384, Bauer, Dylan, (024) 777 592 860, dylan.bauer@heig-vd.ch, MALE, DEPG, Professor
EID_100385, Marchand, Charles, (024) 777 146 469, charles.marchand@heig-vd.ch, MALE, HEG, Student
EID_100386, Marchand, Henri, (024) 777 815 175, henri.marchand@heig-vd.ch, MALE, TIN, Admin
EID_100387, Jones, Amélie, (024) 777 174 550, amélie.jones@heig-vd.ch, FEMALE, COMEM, Professor
EID_100388, De Decker, Julie, (024) 777 632 322, julie.de decker@heig-vd.ch, FEMALE, DEPG, Student
EID_100389, De Decker, Amélie, (024) 777 518 659, amélie.de decker@heig-vd.ch, FEMALE, DEPG, Student
EID_100390, Marchand, Gontran, (024) 777 134 553, gontran.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_100391, Delon, Gontran, (024) 777 474 543, gontran.delon@heig-vd.ch, MALE, TIN, Assistant
EID_100392, Durant, Luc, (024) 777 218 733, luc.durant@heig-vd.ch, MALE, COMEM, Admin
EID_100393, Dupont, Marc, (024) 777 696 168, marc.dupont@heig-vd.ch, MALE, HEG, Student
EID_100394, Bauer, Julie, (024) 777 170 113, julie.bauer@heig-vd.ch, FEMALE, EC, Student
EID_100395, De Decker, Lucien, (024) 777 379 152, lucien.de decker@heig-vd.ch, MALE, COMEM, Admin
EID_100396, Durant, Aurore, (024) 777 323 815, aurore.durant@heig-vd.ch, FEMALE, EC, Professor
EID_100397, Dupond, Faustine, (024) 777 344 107, faustine.dupond@heig-vd.ch, FEMALE, COMEM, Student
EID_100398, Marchand, Faustine, (024) 777 248 239, faustine.marchand@heig-vd.ch, FEMALE, TIN, Professor
EID_100399, Smith, Carine, (024) 777 283 538, carine.smith@heig-vd.ch, FEMALE, EC, Student
EID_100400, Marchand, Aurore, (024) 777 429 225, aurore.marchand@heig-vd.ch, FEMALE, COMEM, Student
EID_100401, De Villiers, Emilie, (024) 777 863 861, emilie.de villiers@heig-vd.ch, FEMALE, TIC, Assistant
EID_100402, Simpson, Fabien, (024) 777 845 783, fabien.simpson@heig-vd.ch, MALE, EC, Student
EID_100403, Clément, Henri, (024) 777 597 869, henri.clément@heig-vd.ch, MALE, TIC, Professor
EID_100404, Jones, Amélie, (024) 777 254 332, amélie.jones@heig-vd.ch, FEMALE, DEPG, Admin
EID_100405, Dupont, Henriette, (024) 777 353 247, henriette.dupont@heig-vd.ch, FEMALE, TIC, Student
EID_100406, Durant, Emilie, (024) 777 327 875, emilie.durant@heig-vd.ch, FEMALE, DEPG, Professor
EID_100407, Marchand, Gilles, (024) 777 799 408, gilles.marchand@heig-vd.ch, MALE, HEG, Assistant
EID_100408, Marchand, Amélie, (024) 777 801 370, amélie.marchand@heig-vd.ch, FEMALE, EC, Professor
EID_100409, Durant, Didier, (024) 777 338 356, didier.durant@heig-vd.ch, MALE, DEPG, Admin
EID_100410, De Decker, Lucien, (024) 777 379 104, lucien.de decker@heig-vd.ch, MALE, HEG, Professor
EID_100411, Jones, Carole, (024) 777 471 398, carole.jones@heig-vd.ch, FEMALE, COMEM, Professor
EID_100412, Clément, Edgar, (024) 777 397 704, edgar.clément@heig-vd.ch, MALE, DEPG, Admin
EID_100413, Smith, Didier, (024) 777 442 752, didier.smith@heig-vd.ch, MALE, TIN, Admin
EID_100414, Smith, Dorothé, (024) 777 326 618, dorothé.smith@heig-vd.ch, FEMALE, EC, Assistant
EID_100415, De Decker, Georgette, (024) 777 188 867, georgette.de decker@heig-vd.ch, FEMALE, TIN, Student
EID_100416, Smith, Charles, (024) 777 873 196, charles.smith@heig-vd.ch, MALE, TIC, Student
EID_100417, De Villiers, Cédric, (024) 777 741 701, cédric.de villiers@heig-vd.ch, MALE, TIC, Assistant
EID_100418, Delon, Bryan, (024) 777 657 842, bryan.delon@heig-vd.ch, MALE, DEPG, Professor
EID_100419, Dupond, Emma, (024) 777 431 300, emma.dupond@heig-vd.ch, FEMALE, HEG, Student
EID_100420, Dupont, Frédéric, (024) 777 876 724, frédéric.dupont@heig-vd.ch, MALE, HEG, Admin
EID_100421, Durant, Gontran, (024) 777 685 317, gontran.durant@heig-vd.ch, MALE, DEPG, Assistant
EID_100422, Dupont, Irène, (024) 777 533 169, irène.dupont@heig-vd.ch, FEMALE, DEPG, Admin
EID_100423, Bauer, Evelyne, (024) 777 571 796, evelyne.bauer@heig-vd.ch, FEMALE, TIN, Professor
EID_100424, Belmondo, Emma, (024) 777 526 886, emma.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_100425, Belmondo, Albert, (024) 777 760 828, albert.belmondo@heig-vd.ch, MALE, DEPG, Admin
EID_100426, Bauer, Dorothé, (024) 777 345 269, dorothé.bauer@heig-vd.ch, FEMALE, TIC, Student
EID_100427, Simpson, Guillaume, (024) 777 425 284, guillaume.simpson@heig-vd.ch, MALE, TIN, Professor
EID_100428, Marchand, Danièle, (024) 777 802 794, danièle.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100429, Simpson, Lucien, (024) 777 775 787, lucien.simpson@heig-vd.ch, MALE, TIC, Student
EID_100430, Jones, Bernadette, (024) 777 561 653, bernadette.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100431, Belmondo, Fabien, (024) 777 490 597, fabien.belmondo@heig-vd.ch, MALE, TIC, Admin
EID_100432, Smith, Evelyne, (024) 777 839 145, evelyne.smith@heig-vd.ch, FEMALE, EC, Student
EID_100433, Durant, Evelyne, (024) 777 480 672, evelyne.durant@heig-vd.ch, FEMALE, TIC, Professor
EID_100434, Bauer, Evelyne, (024) 777 578 587, evelyne.bauer@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100435, Jones, Julie, (024) 777 770 511, julie.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100436, De Villiers, Dylan, (024) 777 828 593, dylan.de villiers@heig-vd.ch, MALE, EC, Assistant
EID_100437, Marchand, Fabienne, (024) 777 114 700, fabienne.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_100438, De Decker, Emma, (024) 777 386 404, emma.de decker@heig-vd.ch, FEMALE, DEPG, Admin
EID_100439, Simpson, Emma, (024) 777 691 233, emma.simpson@heig-vd.ch, FEMALE, TIC, Student
EID_100440, De Villiers, Fabien, (024) 777 152 687, fabien.de villiers@heig-vd.ch, MALE, TIN, Assistant
EID_100441, Smith, Marc, (024) 777 829 889, marc.smith@heig-vd.ch, MALE, HEG, Student
EID_100442, Delon, Evelyne, (024) 777 107 232, evelyne.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_100443, Durant, Dorothé, (024) 777 129 678, dorothé.durant@heig-vd.ch, FEMALE, TIC, Admin
EID_100444, Dupont, Faustine, (024) 777 660 607, faustine.dupont@heig-vd.ch, FEMALE, TIN, Assistant
EID_100445, Marchand, Amélie, (024) 777 175 463, amélie.marchand@heig-vd.ch, FEMALE, DEPG, Professor
EID_100446, Bauer, Gilles, (024) 777 894 894, gilles.bauer@heig-vd.ch, MALE, TIN, Student
EID_100447, Durant, Faustine, (024) 777 310 408, faustine.durant@heig-vd.ch, FEMALE, TIC, Student
EID_100448, Belmondo, Henriette, (024) 777 277 150, henriette.belmondo@heig-vd.ch, FEMALE, DEPG, Student
EID_100449, De Decker, Bernard, (024) 777 337 112, bernard.de decker@heig-vd.ch, MALE, HEG, Admin
EID_100450, Smith, Dylan, (024) 777 275 847, dylan.smith@heig-vd.ch, MALE, TIN, Assistant
EID_100451, Dupont, Georgette, (024) 777 239 883, georgette.dupont@heig-vd.ch, FEMALE, TIC, Admin
EID_100452, Marchand, Henri, (024) 777 550 105, henri.marchand@heig-vd.ch, MALE, HEG, Assistant
EID_100453, Durant, Evelyne, (024) 777 626 813, evelyne.durant@heig-vd.ch, FEMALE, DEPG, Student
EID_100454, Delon, Bernard, (024) 777 832 289, bernard.delon@heig-vd.ch, MALE, COMEM, Professor
EID_100455, Dupont, Amélie, (024) 777 782 408, amélie.dupont@heig-vd.ch, FEMALE, COMEM, Student
EID_100456, Marchand, Danièle, (024) 777 388 343, danièle.marchand@heig-vd.ch, FEMALE, TIC, Admin
EID_100457, De Villiers, Cédric, (024) 777 334 670, cédric.de villiers@heig-vd.ch, MALE, EC, Admin
EID_100458, De Villiers, Guillaume, (024) 777 413 879, guillaume.de villiers@heig-vd.ch, MALE, EC, Admin
EID_100459, Durant, Emil, (024) 777 779 647, emil.durant@heig-vd.ch, MALE, DEPG, Admin
EID_100460, De Decker, Guillaume, (024) 777 813 384, guillaume.de decker@heig-vd.ch, MALE, EC, Professor
EID_100461, Marchand, Christine, (024) 777 859 392, christine.marchand@heig-vd.ch, FEMALE, EC, Professor
EID_100462, De Villiers, Christine, (024) 777 852 469, christine.de villiers@heig-vd.ch, FEMALE, EC, Admin
EID_100463, Marchand, Anne, (024) 777 579 658, anne.marchand@heig-vd.ch, FEMALE, HEG, Assistant
EID_100464, Bauer, Carole, (024) 777 322 338, carole.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_100465, Dupond, Fabrice, (024) 777 368 322, fabrice.dupond@heig-vd.ch, MALE, COMEM, Professor
EID_100466, Dupond, Irène, (024) 777 443 545, irène.dupond@heig-vd.ch, FEMALE, TIN, Professor
EID_100467, Jones, Charles, (024) 777 801 680, charles.jones@heig-vd.ch, MALE, COMEM, Professor
